customer_index,cross_replication_avg_wait,smoothed_avg_wait
1144,6.924952,8.788952
1145,6.817847,8.630744
1146,6.743952,8.464839
1147,6.538627,8.278739
1148,6.681637,8.121108
1149,6.989345,7.974915
1150,7.27017,7.837594
1151,7.782635,7.680448
1152,7.095787,7.526446
1153,6.580053,7.352753
1154,6.290354,7.183367
1155,6.411963,7.042806
1156,5.97089,6.981151
1157,7.218201,6.953723
1158,8.75012,6.991943
1159,9.213783,7.033984
1160,9.766891,7.083247
1161,8.743779,7.110522
1162,9.01923,7.154863
1163,7.207493,7.225492
1164,7.316787,7.272169
1165,5.349828,7.2373
1166,5.58142,7.195855
1167,5.339875,7.148662
1168,5.628238,7.089354
1169,6.10914,7.056722
1170,7.035934,7.065445
1171,6.884698,7.071075
1172,6.686395,7.076986
1173,5.911654,7.046187
1174,6.677696,7.033721
1175,7.207328,7.031207
1176,6.684188,6.987269
1177,6.896189,6.979285
1178,6.60782,6.980396
1179,6.108765,6.973132
1180,5.074123,6.919619
1181,4.853082,6.874906
1182,4.57585,6.769212
1183,3.955897,6.577443
1184,4.241636,6.378558
1185,4.795834,6.179715
1186,5.14151,6.035625
1187,4.831991,5.868135
1188,4.904808,5.776028
1189,4.32706,5.656439
1190,3.949553,5.600427
1191,3.46613,5.515816
1192,4.334724,5.47561
1193,4.609508,5.434861
1194,4.310959,5.362933
1195,3.568722,5.224245
1196,3.755341,5.099071
1197,3.5992,4.975583
1198,3.894939,4.894914
1199,4.808833,4.82016
1200,5.893456,4.767605
1201,5.89776,4.736148
1202,7.776702,4.771368
1203,8.419983,4.843855
1204,8.75888,4.949859
1205,9.581386,5.13015
1206,10.255206,5.346235
1207,11.054512,5.605381
1208,10.757261,5.877436
1209,10.623889,6.132726
1210,10.62513,6.365898
1211,9.666747,6.546907
1212,10.320482,6.766447
1213,10.326138,6.9833
1214,10.231803,7.21949
1215,9.317462,7.434206
1216,8.953764,7.653711
1217,9.762756,7.870833
1218,9.700406,8.074469
1219,10.102442,8.306128
1220,9.335099,8.536783
1221,10.123603,8.791514
1222,10.131838,9.052819
1223,9.233744,9.266371
1224,9.701005,9.462058
1225,8.438423,9.563857
1226,8.704459,9.676125
1227,8.376687,9.700124
1228,8.156338,9.689578
1229,8.070357,9.662037
1230,8.878973,9.633941
1231,8.617014,9.568413
1232,8.607283,9.470524
1233,8.328108,9.373358
1234,7.133296,9.233734
1235,6.702991,9.076849
1236,5.917927,8.926896
1237,5.628219,8.739205
1238,5.660324,8.552573
1239,5.487569,8.362803
1240,4.525945,8.171143
1241,4.171644,7.979858
1242,3.66249,7.735847
1243,3.306312,7.480084
1244,3.063935,7.198543
1245,3.121574,6.950002
1246,2.118042,6.62978
1247,1.84818,6.298433
1248,2.872901,6.044
1249,2.575477,5.758979
1250,2.587516,5.524942
1251,2.403774,5.272915
1252,1.823873,5.010802
1253,3.535421,4.825966
1254,4.176505,4.670212
1255,4.131848,4.480327
1256,4.908071,4.331969
1257,4.348054,4.1616
1258,4.411544,4.004937
1259,4.179639,3.886791
1260,4.834293,3.812043
1261,4.140581,3.740949
1262,4.223467,3.684759
1263,3.583128,3.601671
1264,3.283058,3.513491
1265,3.686974,3.479932
1266,3.655302,3.459278
1267,4.483749,3.492129
1268,4.225531,3.528897
1269,5.398578,3.622283
1270,4.986887,3.696896
1271,4.969818,3.810967
1272,4.680268,3.92425
1273,4.673193,3.996262
1274,5.177414,4.10034
1275,6.451557,4.254901
1276,5.585157,4.382156
1277,5.331489,4.522461
1278,4.948126,4.578969
1279,5.404488,4.628089
1280,6.51036,4.723229
1281,5.102095,4.73099
1282,4.970022,4.755869
1283,4.882217,4.774696
1284,4.660276,4.793921
1285,4.970079,4.799353
1286,4.567853,4.816443
1287,5.945316,4.885317
1288,4.780833,4.933226
1289,5.41344,5.018441
1290,5.285673,5.082389
1291,6.685675,5.203604
1292,6.909643,5.30064
1293,5.62893,5.356775
1294,6.211115,5.389277
1295,5.852102,5.423886
1296,6.167339,5.471786
1297,6.573582,5.547519
1298,8.090299,5.684203
1299,7.664101,5.783671
1300,9.20578,5.89384
1301,9.255966,6.040672
1302,9.466296,6.206064
1303,8.631187,6.353387
1304,8.046929,6.459084
1305,7.291965,6.490348
1306,8.824066,6.639227
1307,7.123991,6.725386
1308,7.291232,6.821747
1309,6.082156,6.878622
1310,5.897795,6.915731
1311,5.628403,6.958153
1312,5.70269,6.948448
1313,6.355366,7.011429
1314,6.560961,7.05733
1315,5.585025,7.069304
1316,5.564243,7.024447
1317,6.08077,6.991292
1318,5.448461,6.984073
1319,6.318844,6.988382
1320,6.629318,7.019471
1321,6.664883,7.039372
1322,6.186536,7.023891
1323,5.869885,6.935074
1324,5.313393,6.841046
1325,5.236317,6.682267
1326,5.344596,6.525812
1327,5.38124,6.36241
1328,5.582819,6.240475
1329,5.501073,6.138641
1330,4.535486,6.028382
1331,4.743004,5.86514
1332,4.15154,5.746241
1333,3.968528,5.613333
1334,4.363742,5.544597
1335,5.321255,5.521535
1336,5.000529,5.49642
1337,3.561119,5.410757
1338,3.314477,5.289122
1339,3.726215,5.175732
1340,4.115826,5.116964
1341,3.741384,5.04405
1342,4.160743,4.967249
1343,4.443392,4.927046
1344,3.600149,4.818298
1345,3.150176,4.679132
1346,3.173138,4.539463
1347,1.881059,4.367243
1348,3.274379,4.263423
1349,3.513975,4.191447
1350,4.160147,4.1484
1351,3.756405,4.084872
1352,3.83183,4.022896
1353,5.257796,4.009895
1354,5.698323,4.017785
1355,7.179543,4.123547
1356,6.159565,4.180209
1357,7.470705,4.312976
1358,8.014912,4.474831
1359,7.203906,4.588438
1360,6.605093,4.639792
1361,6.670266,4.706581
1362,7.670025,4.870937
1363,7.400027,5.034359
1364,7.783738,5.19666
1365,7.905364,5.348242
1366,6.329166,5.451753
1367,6.267294,5.536015
1368,6.554745,5.620469
1369,6.456982,5.734742
1370,6.045087,5.850539
1371,5.250363,5.933628
1372,6.066115,6.10103
1373,6.013284,6.210586
1374,4.489959,6.249626
1375,4.562142,6.265705
1376,5.934839,6.352843
1377,5.080494,6.402789
1378,4.906807,6.38875
1379,5.311478,6.373276
1380,4.987253,6.285584
1381,5.672661,6.266108
1382,5.074191,6.170248
1383,4.809421,6.042028
1384,4.159723,5.920261
1385,4.221028,5.824898
1386,4.722874,5.747002
1387,5.167021,5.646882
1388,5.62241,5.575777
1389,5.004733,5.464617
1390,5.09836,5.352337
1391,4.508243,5.2795
1392,5.387647,5.244314
1393,5.645399,5.20794
1394,5.356034,5.163903
1395,5.55836,5.144433
1396,4.949072,5.132382
1397,5.107686,5.094045
1398,5.274764,5.064504
1399,4.791619,5.07657
1400,4.33062,5.067309
1401,3.735165,4.979322
1402,4.719099,4.964867
1403,4.205105,4.936799
1404,4.575676,4.907367
1405,4.285006,4.879277
1406,5.254945,4.862568
1407,5.660107,4.886005
1408,5.42558,4.910651
1409,7.200873,5.032297
1410,7.288775,5.155007
1411,7.651074,5.272135
1412,6.486752,5.324924
1413,7.137598,5.385532
1414,5.939205,5.422911
1415,6.759331,5.489349
1416,6.927584,5.586123
1417,6.21359,5.619161
1418,6.004862,5.633539
1419,6.304494,5.671478
1420,5.922741,5.686053
1421,6.13583,5.733523
1422,5.282286,5.740507
1423,5.516921,5.750193
1424,5.972326,5.797422
1425,4.73541,5.813613
1426,5.469528,5.882988
1427,6.314753,5.946814
1428,6.717406,6.047306
1429,7.456417,6.162536
1430,6.573933,6.254093
1431,6.738069,6.313418
1432,6.197877,6.334929
1433,7.030932,6.399143
1434,8.381895,6.446384
1435,7.983118,6.474157
1436,7.213809,6.456667
1437,7.225763,6.486227
1438,6.723747,6.469673
1439,6.208801,6.480457
1440,6.992453,6.489782
1441,7.172534,6.49958
1442,6.548965,6.512995
1443,7.375069,6.567803
1444,6.358823,6.569976
1445,6.582233,6.596356
1446,6.749275,6.620894
1447,6.677302,6.676694
1448,7.108042,6.740339
1449,7.872759,6.816357
1450,8.548604,6.968884
1451,8.53944,7.091681
1452,7.911835,7.155564
1453,7.411208,7.183316
1454,7.43384,7.182413
1455,7.84068,7.233083
1456,8.125602,7.288584
1457,8.203192,7.368797
1458,9.126237,7.452609
1459,10.070619,7.520158
1460,9.924647,7.597819
1461,8.690124,7.656872
1462,9.01879,7.728593
1463,7.90305,7.775765
1464,7.319179,7.82018
1465,7.118933,7.825239
1466,7.781083,7.849581
1467,8.087064,7.911105
1468,8.067139,7.938788
1469,8.189495,8.012015
1470,8.492199,8.088413
1471,8.77379,8.169394
1472,8.293386,8.234037
1473,7.934173,8.267083
1474,8.124233,8.277142
1475,7.695413,8.243014
1476,7.983119,8.220761
1477,8.431279,8.241539
1478,7.487446,8.244588
1479,6.696135,8.21508
1480,5.794148,8.133219
1481,5.608422,8.032532
1482,4.178852,7.871558
1483,3.845054,7.660311
1484,4.861175,7.451933
1485,4.192379,7.222642
1486,3.144649,7.000823
1487,2.697369,6.747966
1488,2.858223,6.546173
1489,3.891552,6.409068
1490,4.024141,6.285277
1491,4.217802,6.142745
1492,4.556939,6.00154
1493,4.99033,5.878468
1494,5.92201,5.787769
1495,5.471009,5.666921
1496,5.623277,5.540901
1497,6.714107,5.477729
1498,6.049105,5.402327
1499,6.554308,5.33953
1500,6.999393,5.311689
1501,7.183531,5.279705
1502,6.76364,5.213
1503,7.245645,5.203328
1504,7.074368,5.218457
1505,6.517433,5.247388
1506,6.960856,5.301486
1507,6.419005,5.391092
1508,5.647299,5.463182
1509,5.616874,5.49341
1510,4.926221,5.522763
1511,4.067251,5.559668
1512,3.989741,5.611362
1513,3.740328,5.646647
1514,4.415899,5.66762
1515,4.679583,5.693838
1516,5.20164,5.733192
1517,4.85623,5.745163
1518,4.669477,5.732329
1519,4.505397,5.675665
1520,4.68214,5.64411
1521,4.646515,5.605039
1522,5.7741,5.567439
1523,6.888413,5.601011
1524,7.40245,5.634937
1525,7.751809,5.665034
1526,7.684534,5.685074
1527,8.380255,5.749738
1528,7.556309,5.762165
1529,7.985985,5.79863
1530,7.892542,5.853634
1531,8.676718,5.922269
1532,9.076389,6.028564
1533,7.96092,6.121109
1534,8.015267,6.217045
1535,7.237177,6.309483
1536,7.605522,6.451014
1537,7.01576,6.572054
1538,6.692033,6.690123
1539,6.385139,6.768892
1540,6.467535,6.84041
1541,5.825068,6.865347
1542,7.11585,6.955732
1543,7.449049,7.066915
1544,7.667978,7.193418
1545,7.071932,7.28901
1546,6.921978,7.380028
1547,6.599254,7.413035
1548,7.096754,7.421368
1549,6.164667,7.371857
1550,7.298569,7.353727
1551,8.03412,7.367711
1552,7.528704,7.333649
1553,6.63506,7.296799
1554,6.90065,7.253385
1555,6.311772,7.190155
1556,6.162725,7.089595
1557,6.216858,6.975214
1558,6.051146,6.898823
1559,5.08756,6.781714
1560,3.916479,6.648886
1561,4.180756,6.511896
1562,4.690136,6.418871
1563,3.871344,6.306043
1564,3.129829,6.175831
1565,3.426933,6.054207
1566,3.843402,5.97494
1567,4.121054,5.855148
1568,4.417504,5.733887
1569,3.700066,5.57517
1570,3.457882,5.430608
1571,3.511753,5.294199
1572,3.689858,5.177823
1573,4.321937,5.066831
1574,3.750542,4.970266
1575,3.654333,4.824496
1576,5.113379,4.707667
1577,4.83651,4.599979
1578,5.605985,4.558816
1579,5.201367,4.490844
1580,4.734267,4.427744
1581,5.259741,4.391625
1582,4.127246,4.30804
1583,4.048541,4.227936
1584,3.729275,4.173605
1585,3.914801,4.173538
1586,4.104445,4.170485
1587,3.033105,4.104204
1588,2.657264,4.055641
1589,3.276892,4.061523
1590,4.339423,4.098023
1591,4.728318,4.13342
1592,5.442841,4.186291
1593,6.127879,4.254706
1594,5.930493,4.343923
1595,6.434452,4.462986
1596,6.361232,4.576965
1597,6.02579,4.670402
1598,7.636529,4.802986
1599,7.158376,4.939299
1600,6.728417,5.062263
1601,7.105135,5.141933
1602,7.180499,5.235692
1603,6.729673,5.28064
1604,6.767181,5.343273
1605,6.462403,5.412398
1606,6.397214,5.457897
1607,6.086042,5.536249
1608,6.917494,5.651007
1609,6.240336,5.751449
1610,5.850769,5.828888
1611,5.493681,5.884458
1612,5.675087,5.990137
1613,5.407662,6.100153
1614,3.648069,6.115
1615,3.777079,6.092506
1616,3.705221,6.051582
1617,4.501949,6.013946
1618,4.424203,5.945799
1619,5.32456,5.921562
1620,4.800287,5.856196
1621,3.983583,5.76109
1622,3.927969,5.677177
1623,4.780922,5.562952
1624,5.166245,5.483267
1625,5.526851,5.435205
1626,4.978496,5.350139
1627,4.019983,5.223718
1628,2.950644,5.072557
1629,3.315818,4.934503
1630,2.322075,4.76889
1631,2.718826,4.621754
1632,2.822299,4.491204
1633,2.913181,4.331032
1634,2.289982,4.173018
1635,2.378047,4.034109
1636,3.016322,3.935014
1637,3.760421,3.858428
1638,3.477911,3.781238
1639,4.424496,3.812295
1640,4.821713,3.85408
1641,5.778693,3.937019
1642,5.46433,3.975514
1643,3.91358,3.955089
1644,4.694136,3.929872
1645,4.248501,3.907801
1646,4.348613,3.922402
1647,5.057448,3.967581
1648,4.075329,3.939358
1649,5.151864,3.938782
1650,5.301907,3.929785
1651,4.892632,3.92635
1652,4.325166,3.938557
1653,3.687682,3.968039
1654,3.81408,3.987969
1655,3.496644,4.034952
1656,3.463317,4.064732
1657,4.618826,4.136593
1658,4.633116,4.20539
1659,4.689926,4.301388
1660,3.968591,4.36501
1661,3.794748,4.396147
1662,4.896335,4.441583
1663,4.055126,4.464672
1664,4.184248,4.455062
1665,4.109745,4.426583
1666,4.236219,4.364884
1667,3.98152,4.305572
1668,3.874451,4.304007
1669,2.908204,4.232569
1670,3.00905,4.182991
1671,4.209962,4.177445
1672,3.623233,4.120077
1673,3.131399,4.08232
1674,3.539878,4.01784
1675,3.349255,3.939734
1676,4.308729,3.916378
1677,5.757002,3.973651
1678,4.715751,4.014774
1679,5.12377,4.067162
1680,4.840377,4.120911
1681,5.222489,4.191278
1682,4.869734,4.201314
1683,4.949469,4.213968
1684,5.345007,4.240172
1685,5.182033,4.288709
1686,5.428722,4.354068
1687,5.006251,4.358465
1688,5.407834,4.412573
1689,5.742425,4.4749
1690,5.994038,4.550272
1691,6.71362,4.649368
1692,6.494108,4.749872
1693,6.152818,4.841006
1694,6.255945,4.974916
1695,6.360371,5.108969
1696,8.101976,5.26465
1697,6.866999,5.3944
1698,6.599762,5.533135
1699,6.499783,5.651531
1700,6.803702,5.789709
1701,6.469474,5.876139
1702,5.169433,5.852636
1703,5.750264,5.894016
1704,5.230555,5.898288
1705,5.326404,5.917729
1706,3.71356,5.857372
1707,3.981041,5.821824
1708,4.308593,5.796189
1709,3.378491,5.717528
1710,3.981961,5.669525
1711,3.929772,5.609567
1712,2.364691,5.503905
1713,2.694664,5.395378
1714,2.705779,5.273912
1715,3.121576,5.159014
1716,3.067869,5.013184
1717,3.419331,4.890193
1718,3.08703,4.767561
1719,3.9705,4.676143
1720,5.301983,4.633808
1721,5.346996,4.523609
1722,4.061599,4.411393
1723,3.706974,4.295681
1724,2.930363,4.152904
1725,2.620644,3.985582
1726,2.115749,3.811433
1727,2.089384,3.688231
1728,1.265155,3.508827
1729,1.531808,3.360877
1730,2.02727,3.228911
1731,1.96474,3.158959
1732,2.385933,3.095154
1733,2.303574,3.014953
1734,2.921198,2.996662
1735,2.585937,2.940821
1736,3.943656,2.941376
1737,4.810475,3.039208
1738,4.832851,3.124735
1739,5.0131,3.217028
1740,5.547968,3.314084
1741,6.698019,3.45929
1742,6.128336,3.56765
1743,5.910056,3.680571
1744,6.269415,3.772527
1745,6.188221,3.807977
1746,5.463231,3.812626
1747,5.240274,3.859773
1748,4.894886,3.90729
1749,5.008654,3.990422
1750,5.326996,4.098676
1751,5.944465,4.251824
1752,6.769043,4.439011
1753,6.038891,4.62996
1754,6.067933,4.811405
1755,5.439284,4.947886
1756,6.771407,5.140152
1757,7.034287,5.326086
1758,6.958553,5.512286
1759,7.128699,5.680586
1760,6.254674,5.827335
1761,5.279165,5.880755
1762,5.131567,5.893599
1763,6.432646,5.957591
1764,6.645346,6.022881
1765,7.017146,6.081648
1766,6.297121,6.065612
1767,5.824305,6.053451
1768,5.287466,6.028547
1769,6.545511,6.039591
1770,6.58296,6.055381
1771,7.043665,6.118598
1772,6.815417,6.181604
1773,8.141524,6.311469
1774,8.653217,6.457252
1775,8.68197,6.59145
1776,8.991584,6.713335
1777,8.414542,6.779155
1778,8.705373,6.885814
1779,8.939305,7.000669
1780,8.459096,7.121462
1781,7.742523,7.160306
1782,8.177112,7.206019
1783,8.304055,7.25984
1784,9.388001,7.350212
1785,10.529189,7.521192
1786,9.908852,7.70638
1787,9.525958,7.882155
1788,9.299787,7.996841
1789,9.644074,8.11679
1790,10.00798,8.236423
1791,10.95779,8.42285
1792,10.684489,8.617258
1793,10.548236,8.827688
1794,10.613325,8.990401
1795,11.39403,9.182844
1796,12.11187,9.385572
1797,11.929395,9.590131
1798,11.565431,9.727087
1799,11.228105,9.830083
1800,11.080774,9.926035
1801,11.259978,10.016771
1802,11.22387,10.129144
1803,11.0149,10.221525
1804,11.273865,10.314907
1805,11.160735,10.422973
1806,10.668527,10.540013
1807,10.497759,10.632839
1808,11.310024,10.753078
1809,9.840987,10.771197
1810,8.836957,10.703508
1811,9.04784,10.669067
1812,8.790887,10.639664
1813,9.526669,10.64874
1814,8.891364,10.618631
1815,8.265143,10.548918
1816,8.600211,10.454615
1817,8.655311,10.373448
1818,8.372405,10.286414
1819,9.65098,10.247921
1820,9.854728,10.186349
1821,9.05602,10.064115
1822,9.327025,9.96002
1823,9.087781,9.860914
1824,8.894495,9.767569
1825,8.775571,9.675361
1826,9.06924,9.587732
1827,9.03878,9.500328
1828,9.018278,9.420463
1829,9.314192,9.342076
1830,9.760515,9.286068
1831,8.970828,9.21816
1832,10.04658,9.200112
1833,10.161352,9.154166
1834,11.34442,9.214303
1835,11.194925,9.308622
1836,11.744697,9.416496
1837,11.754216,9.535029
1838,11.710684,9.62239
1839,12.005735,9.746965
1840,11.420241,9.873168
1841,11.787728,10.000669
1842,10.824073,10.08742
1843,11.150128,10.198529
1844,11.467269,10.27118
1845,11.653545,10.343133
1846,12.517879,10.481607
1847,10.895233,10.544336
1848,10.440695,10.598452
1849,11.282085,10.693956
1850,11.305982,10.795172
1851,10.64426,10.858173
1852,11.2605,10.947042
1853,10.831156,11.019557
1854,9.853833,11.041142
1855,9.985599,11.050146
1856,9.935204,11.088721
1857,10.538022,11.108378
1858,9.6734,11.08886
1859,9.721459,11.023942
1860,8.443222,10.913874
1861,8.888626,10.799631
1862,7.709567,10.637845
1863,5.654397,10.395593
1864,6.587268,10.178855
1865,6.85867,9.996392
1866,7.615404,9.829499
1867,6.347961,9.650454
1868,6.062127,9.446934
1869,6.18229,9.235535
1870,6.810948,9.041831
1871,6.478111,8.800241
1872,5.794103,8.596195
1873,5.851098,8.412612
1874,6.83397,8.234687
1875,6.358299,8.03678
1876,6.234108,7.860374
1877,6.281283,7.661205
1878,5.728072,7.457082
1879,6.003117,7.303053
1880,5.779106,7.134793
1881,4.919549,6.934167
1882,6.435867,6.770081
1883,7.723566,6.692088
1884,7.654624,6.609414
1885,8.733681,6.621032
1886,9.293382,6.637223
1887,9.004079,6.689003
1888,9.942809,6.86054
1889,8.885747,6.952479
1890,10.748337,7.108066
1891,10.593583,7.227193
1892,11.790855,7.444908
1893,10.757829,7.632737
1894,9.118598,7.750189
1895,8.922754,7.834661
1896,7.853269,7.889667
1897,8.169403,7.984679
1898,7.931833,8.067909
1899,8.786956,8.146028
1900,8.748395,8.241632
1901,9.548958,8.374226
1902,8.645311,8.468787
1903,9.891384,8.63532
1904,10.435599,8.812619
1905,9.562371,8.96395
1906,10.152891,9.173283
1907,10.210184,9.324256
1908,9.493224,9.395042
1909,9.628723,9.474006
1910,10.146494,9.530519
1911,10.065657,9.56141
1912,10.11383,9.6058
1913,9.053572,9.57023
1914,8.169648,9.541586
1915,7.136197,9.397101
1916,8.182601,9.300662
1917,7.887072,9.14451
1918,7.695535,9.022018
1919,7.012607,8.937779
1920,6.864036,8.85543
1921,6.829237,8.814469
1922,8.646633,8.833558
1923,9.277788,8.887396
1924,9.211079,8.904361
1925,10.503314,8.974558
1926,9.941025,8.990241
1927,9.488135,9.023954
1928,8.243297,8.95803
1929,8.163341,8.86714
1930,8.366781,8.819316
1931,8.499228,8.75317
1932,8.101571,8.668825
1933,7.921221,8.605945
1934,8.408834,8.557149
1935,9.710725,8.539719
1936,9.444281,8.514864
1937,9.596964,8.494189
1938,9.727142,8.521132
1939,9.575047,8.577348
1940,10.985754,8.73133
1941,10.704836,8.832219
1942,10.258269,8.927067
1943,10.697173,9.047133
1944,10.730477,9.195848
1945,10.691904,9.348962
1946,10.557945,9.498111
1947,9.736315,9.541698
1948,9.901836,9.56666
1949,10.092193,9.601904
1950,10.049433,9.583749
1951,8.089225,9.509677
1952,7.942343,9.447845
1953,9.223164,9.48704
1954,9.851133,9.554552
1955,8.606432,9.564138
1956,8.664924,9.570766
1957,8.273513,9.577643
1958,10.273072,9.671717
1959,10.634671,9.760751
1960,9.705355,9.760536
1961,9.946034,9.780606
1962,8.939955,9.754326
1963,9.10012,9.729245
1964,8.751229,9.696292
1965,7.331927,9.550139
1966,7.426219,9.418995
1967,8.334955,9.342062
1968,7.728424,9.223312
1969,8.07698,9.117172
1970,7.517694,8.990204
1971,7.937708,8.885394
1972,7.640722,8.801571
1973,7.508151,8.705823
1974,6.253414,8.552272
1975,5.983648,8.389641
1976,6.017402,8.306768
1977,5.736421,8.218531
1978,5.647215,8.075493
1979,6.146993,7.927327
1980,6.178488,7.830209
1981,5.602458,7.707711
1982,4.970413,7.575587
1983,5.147475,7.370563
1984,5.099818,7.149169
1985,4.534655,6.942341
1986,3.535431,6.685917
1987,3.20926,6.456689
1988,3.90675,6.248954
1989,4.432319,6.076198
1990,4.338365,5.956455
1991,5.430044,5.876608
1992,5.037706,5.744718
1993,4.971164,5.634428
1994,5.695804,5.539181
1995,5.694334,5.466246
1996,5.276147,5.359784
1997,5.862483,5.288654
1998,5.703566,5.216471
1999,5.896261,5.202185
2000,5.87273,5.197748
2001,5.356214,5.171301
2002,4.783959,5.133202
2003,5.373066,5.122236
2004,4.598124,5.060281
2005,4.51332,4.993675
2006,5.281837,4.98085
2007,5.387651,4.997539
2008,4.556878,4.973915
2009,4.697664,4.957829
2010,4.115925,4.94108
2011,4.51375,4.980213
2012,5.168679,5.05859
2013,4.223996,5.07128
2014,4.655907,5.080223
2015,4.553485,5.088828
2016,4.953888,5.069782
2017,5.714843,5.096867
2018,5.216367,5.106675
2019,5.7608,5.109275
2020,5.390278,5.097113
2021,6.370683,5.140894
2022,5.852853,5.140509
2023,5.825743,5.145396
2024,5.745213,5.139354
2025,5.587357,5.127939
2026,6.520542,5.174512
2027,6.280219,5.234363
2028,6.762963,5.289959
2029,5.614094,5.330597
2030,6.076497,5.393125
2031,6.015791,5.422483
2032,6.630927,5.472214
2033,6.768759,5.560689
2034,7.807952,5.685101
2035,8.04047,5.842082
2036,7.714368,5.970107
2037,6.382152,6.018646
2038,6.717586,6.11839
2039,6.664876,6.198748
2040,7.960022,6.33501
2041,7.006344,6.417108
2042,6.979935,6.467712
2043,6.218961,6.507815
2044,5.97299,6.516303
2045,6.348989,6.554652
2046,6.38929,6.555396
2047,6.333284,6.574613
2048,6.237805,6.591095
2049,6.267538,6.611988
2050,7.586738,6.691964
2051,6.549475,6.693121
2052,7.087819,6.725425
2053,8.214328,6.78348
2054,8.104646,6.883102
2055,8.11758,6.964745
2056,8.816953,7.076792
2057,9.289557,7.183137
2058,8.220812,7.241219
2059,7.418276,7.225632
2060,8.041213,7.225662
2061,7.844199,7.230855
2062,8.506326,7.315822
2063,7.286146,7.338564
2064,8.105358,7.396183
2065,9.424863,7.454777
2066,7.775257,7.485534
2067,7.072952,7.489254
2068,6.393163,7.496222
2069,7.743381,7.567038
2070,7.668246,7.619808
2071,7.243617,7.653981
2072,6.928966,7.677809
2073,6.822823,7.701209
2074,6.556146,7.712754
2075,6.109531,7.653665
2076,5.336925,7.605163
2077,4.65563,7.507876
2078,5.459834,7.397696
2079,5.190364,7.281125
2080,5.245752,7.166252
2081,6.513186,7.074101
2082,5.736517,6.931979
2083,4.124674,6.768134
2084,4.483836,6.650756
2085,4.012448,6.489606
2086,3.827237,6.328927
2087,3.73736,6.138168
2088,3.976246,6.005772
2089,3.004072,5.801721
2090,3.025921,5.545763
2091,3.607271,5.379044
2092,3.356899,5.230402
2093,5.074281,5.177647
2094,4.893309,5.063644
2095,6.097419,5.000811
2096,7.565375,5.013681
2097,7.458034,5.034844
2098,6.964724,5.04052
2099,6.362234,5.032763
2100,6.906113,5.064626
2101,7.431611,5.148414
2102,7.483138,5.261514
2103,6.141621,5.288786
2104,6.038204,5.322699
2105,6.141776,5.35854
2106,6.271507,5.348873
2107,6.304129,5.371578
2108,6.600583,5.470614
2109,6.436479,5.54872
2110,7.436622,5.685687
2111,7.762132,5.843082
2112,7.883336,6.008921
2113,8.129506,6.175052
2114,7.433049,6.352211
2115,8.128296,6.556306
2116,8.036641,6.733481
2117,7.060634,6.88163
2118,7.411326,6.975112
2119,9.009419,7.139756
2120,8.809203,7.248228
2121,6.900307,7.221625
2122,6.934817,7.200696
2123,7.409743,7.218497
2124,6.588448,7.227546
2125,7.521506,7.252161
2126,6.408946,7.211255
2127,5.42214,7.128815
2128,6.176523,7.130211
2129,7.037194,7.17017
2130,6.46679,7.183171
2131,6.955948,7.210549
2132,6.414921,7.21498
2133,6.900753,7.226987
2134,6.922764,7.246438
2135,6.496016,7.208814
2136,6.235931,7.147766
2137,6.577247,7.095523
2138,8.19836,7.098277
2139,9.124316,7.165928
2140,9.441206,7.218444
2141,9.520009,7.277779
2142,8.18383,7.322707
2143,7.616863,7.330928
2144,7.099357,7.254525
2145,6.586881,7.165633
2146,7.863372,7.204155
2147,6.935496,7.204182
2148,6.205401,7.156009
2149,5.739506,7.122051
2150,7.088944,7.104749
2151,8.044919,7.170187
2152,7.994873,7.273097
2153,7.089652,7.309622
2154,8.030983,7.349374
2155,6.524628,7.351687
2156,7.162718,7.359958
2157,6.341771,7.357032
2158,5.872874,7.315917
2159,6.382361,7.294301
2160,7.321584,7.327323
2161,7.543483,7.379625
2162,7.60439,7.420711
2163,7.374412,7.387753
2164,7.031154,7.304027
2165,7.960577,7.244801
2166,8.930165,7.221208
2167,8.382745,7.229164
2168,8.567204,7.267178
2169,7.858576,7.297547
2170,7.624485,7.339051
2171,6.921077,7.301359
2172,6.368205,7.278667
2173,6.97333,7.309385
2174,6.45621,7.338053
2175,6.772415,7.325392
2176,7.46921,7.302363
2177,6.031055,7.22381
2178,5.579908,7.163421
2179,5.661873,7.068656
2180,6.643234,7.073401
2181,5.964185,7.025459
2182,4.735175,6.961195
2183,3.968922,6.885037
2184,4.756304,6.819995
2185,3.678055,6.674254
2186,3.865038,6.527116
2187,4.463262,6.401471
2188,4.402871,6.282609
2189,4.193408,6.1691
2190,5.4813,6.069929
2191,5.515638,5.933347
2192,5.602918,5.822154
2193,5.0435,5.681206
2194,4.413795,5.543415
2195,5.338494,5.451975
2196,4.782892,5.366448
2197,5.304618,5.323904
2198,4.630579,5.230194
2199,4.12967,5.137133
2200,3.567408,5.008932
2201,3.971211,4.869013
2202,5.264395,4.838346
2203,4.947825,4.813063
2204,4.785801,4.77802
2205,5.035741,4.71372
2206,4.627165,4.660239
2207,4.583036,4.654154
2208,5.295588,4.707221
2209,4.387039,4.69245
2210,4.364926,4.719925
2211,3.780445,4.716541
2212,4.347031,4.711892
2213,4.855544,4.729999
2214,4.887204,4.757751
2215,3.965687,4.697126
2216,4.479944,4.655698
2217,4.194734,4.599371
2218,4.321702,4.570499
